,eid,phrases,pred,text,rouge_1,rouge_2,rouge_l,greedy,beam
36,3S471NOBFUzQY7YqCImKBQ,"summarize: Reasonable prices,worst haircut,not even haircut,clipped nails,Terrible experience,so happy dog,fabulous work",this is the worst haircut i have ever had. the prices are reasonable for the amount of work you get. i got a haircut and i was not happy with the results. i was so happy with my haircut. i will never go back.," I brought my dog here and these girls are awesome. I'm so glad I did because my dog loved it. They treated him like he was special and I love that. It's clean and I keep coming back here because of the service I receive. They have cut his hair a bit too much and short once or twice, but the good outweighs the bad. ",0.2702702702702703,0.01834862385321101,0.12612612612612614,"I've been coming here for a few years now. Reasonable prices, great quality, and the best part is the haircut. I'm a regular customer and I'll continue to go back. I have a short hair and I have never had a bad cut. I always leave","I've been coming here for a few years now. Reasonable prices for the quality of the haircut. I'm not a huge fan of the cut, but the haircut is definitely the best I have had in a long time. The only reason I didn't give it 5 stars is"
37,1xO2LvScpcMfl2BNm1aISg,"summarize: a bit spotty service,amazing masseuse,recommend dry sauna,relaxing atmosphere,amazing roman baths,heated lounge chairs,positive reviews,do saunas,Great facilities,top notch service,high Prices,busy Saturdays,favorite ice room,fantastic coconut oil wrap,enjoyed spas",i have been going to this spa for over a year now and have never been disappointed. the service is amazing and the atmosphere is relaxing and relaxing. the prices are a bit high but the quality of the food and service is top notch. i would recommend this place to anyone looking for a relaxing relaxing and relaxing," The next time you're looking to unwind and want to visit a spa this is a great option. The place is a bit pricey, but completely worth every dollar. The decor of the place is luxurious and beautiful. The staff is also very accommodating and they work hard to make sure that everyone feels comfortable all the time. This is a great place to visit the next time you are in Vegas! ",0.34848484848484845,0.030769230769230767,0.2272727272727273,I've been coming here for a few years now. The service is a bit spotty but the quality of the food isn't bad. The masseuses are always very friendly and the atmosphere is relaxing. The therapists are so nice and the massage therapist is so,"I've been coming here for a few years now. The service is a bit spotty, but the quality of the food makes up for it. It's a little pricey but it's worth it for the quality and quantity of food you get. I'm a"
38,7mMxJjeZqnN_nOhWhyU-Vg,"summarize: fantastic service,fantastic server,wonderful restaurant,phenomenal sushi,delicious orange creamsicle dessert,Great music,wonderfully clean,reasonable All u can,delicious roll,very minimal wait time,attentive waiter,extremely reasonable price,fast bite,amazing 911 Special,nice Atmosphere",i had a wonderful time here. the atmosphere was wonderful and the service was fantastic. the waiter was very attentive and the restaurant was extremely clean. the price was reasonable and the sushi was fantastic. i had the spicy tuna roll and it was delicious. the price is extremely reasonable for the amount of food you get and the," This is the best sushi place I have ever visited. They have great music and great food, perfection. The specials are amazing. The owner is great, one of the nicest people. This place stands out from all the other sushi restaurants i've been too. The servers also deserve some recognition, Kay was amazing, she made the visit so good. Also when I went there for a friends birthday, the owner gave her a chefs special on the house, amazing. I don't know what else to say, it doesn't get any better than this. ",0.25806451612903225,0.0,0.16774193548387095,I've been here twice and both times the service was fantastic. The server was fantastic and very attentive. The restaurant is a little small but cozy. The food is so good. The orange cream is soooo good. I'm not a fan of orange cream but I'll be back,The service was fantastic. Our server was fantastic and very attentive. The food was so good. I had the teriyaki chicken and my husband had the orange chicken. Both were very good. The orange cream sauce was a tad too sweet for my taste but the rest of the meal
39,6qDRqHWqf0EeHupSUEBfKg,"summarize: complimentary hush puppies,Reasonable prices,fast Service,friendly staff,above average Food,unexpectedly awesome sides,silly huge ribs,different BBQ sauces,friendly servers,good hush puppies,disappointed place,love place,spoiled ribs,great collards,loves chopped pork",i love this place. the food is good and the service is fast and friendly and the servers are friendly. the ribs are huge and the sides are good. the ribs and sides are great and the ribs have a lot of flavor. the ribs were good but the ribs could have been a little better. i love the," Fast service, fast staff, friendly and delicious BBQ offerings. What more is there to want? Well, there are a few cons, such as on busy days there is some waiting. They have really nice hushpuppies that are great and taste good. ",0.22,0.040816326530612235,0.14,I love the food here. The hush puppies are so good and they are so fresh. The prices are so reasonable. I'm a regular here. I love that they have a rewards program. The staff is so friendly and helpful. Food is above average. The sides are so tasty and,I've been coming here for a few years now and have never been disappointed. The prices are so reasonable and the staff is friendly. Food is above average and the prices aren't bad either. The ribs are a tad on the greasy side but the sides are
40,7wst00GRGs8qsuf2QtsnaA,"summarize: super divey,Velvet wallpaper,enjoy bar,mixed crowd,classic champagnes,much better bar,great service,very attentive bartender,dark bar,dive atmosphere,awesome decor,good beer,Standard video poker,awesome karaoke,priced well Drinks","this is a dive bar with a great atmosphere and the bar is awesome. the service is awesome and the bartenders are super attentive and friendly. the bar has a very good vibe to it, and the drinks are top - notch. the bar tenders are awesome, and the music is awesome."," Users enjoy the laid back atmosphere and decor of this dive bar. Patrons also like that the drinks here are good and reasonably priced. One of the highlights here is karaoke night, but some dislike how loud this bar can get. ",0.2608695652173913,0.04444444444444445,0.17391304347826084,This is a super divey. It's a dive bar with a lot of character. The music isn't too loud. The bar is sexy and has a great vibe. The crowd is mainly college students. The service is great. The waitresses,This is a super divey. It's a dive bar with a lot of tv's to watch sports. I've been here a few times and it's always a good time. The bar isn't too crowded and has a great vibe
41,35fWtS1LZkaZ-ooKupJ1XA,"summarize: good food,Great place,friendly staff,good Service,loved recommendations,dirty place,cold boneless wings,awesome wings,cold food,awesome bartender,worst place,Rude rude rude employees,missing napkins,always rude order,forgot silverware",i love this place. the food is good but the service is terrible. the place is rude and the employees are rude and rude. the wings are the worst i've ever had. the wings were cold and the wings tasted like they had been sitting out for a while. the wings and wings were cold. i loved this place," The place is ok. It is a little dirty, but the server/staff is mediocre and lacking. The food is ok, but the staff can be very rude sometimes. It depends on what day it is and who is there.  The service is chaotic and no one really knows what they are doing. ",0.3185840707964602,0.12612612612612614,0.23008849557522126,"Great place, good food, friendly staff. I love the fact that they have a drive thru. Service is good, and the food is cold. I'm not a fan of the wings, but they are still good. The wings are cold and crispy. The bartender is awesome, but",Great place with good food. The staff is friendly. Service is good. I'm a big fan of the wings. The wings are a little too salty for my taste but they're still good. The only thing I'd change is that they don't have a lot of
42,5XVabANkehj7oH-Z7YZkwg,"summarize: aromatic brew,present and quick Service,quickly place,Open omelette,impressed pork belly,Great stuff,Favourite place,really good food,always great Customer service,very friendly Service,Pilot Coffee,enjoy Cortado,better espresso drink,worst experience,small restaurant",this is probably one of my favourite coffee shops in the city. the service is always friendly and the food is great. i really enjoy this place. the place is small but the service was really good and friendly. i ordered a chai latte and it was one of the best lattes i've had in a very long time.," A favorite place to get your morning going but it seems everyone else has the same Idea. Long lines and wait times. Good coffee, good food, decent service but that awkward type that you order at the counter and find your own seat. ",0.2524271844660194,0.0,0.11650485436893206,I love this place. I've been here a few times and have never been disappointed. The brew is aromatic and the brewer is a great addition. Service is also quick. I have never had a bad experience. I always get the pork belly and it's always ,I've been here a few times and have never been disappointed. The brew is aromatic and not overly sweet. Service is always quick and the place is always clean. I'm a big fan of the omelettes. The pork belly is my fav and I
43,7qo6rqDjlHds8ObxzxBD4A,"summarize: really good pizza,super nice delivery guy,delicious food,authentic pasta,exceptional service,impressed place,fantastic margherita pizza,thin crust,incredible crust,Worst pizza,horrible pizza,too cheap salad,delicious sauce,fresh chopped garlic,perfectly sweet Cannoli",this place is really good. the pizza is delicious and the pizza crust is fresh. the crust is fresh and the sauce is super sweet. the service is fantastic and the delivery guy is super nice. the pizza was good but the crust was too thin and the crust tasted like it had been sitting out for a while.," The pizza is good here and the crust is also really nice. It's a bit expensive though, and delivery is expensive if you go that route.  Delivery also takes long, so yeah it could arrive cold which would suck. If you eat in store though it's the absolute bomb and worth it. ",0.3008849557522124,0.0900900900900901,0.23008849557522126,The pizza is really good. The delivery guy is super nice. The food is delicious. The pizza has a lot of flavor. The sauce is a little too sweet for my taste but the sauce isn't too sweet. The crust isnt too thick and the sauce on the pizza is,The pizza here is really good. The delivery guy is super nice. The food is delicious. The pizza is made to order and is made fresh. The service is exceptional. I'm a big fan of the pizza. The crust is a little too thick for my taste but it's still good
44,53jjJCXpXSRaHfu_ZJePRA,"summarize: best pancakes,so Service,great local,family owned business,great coffee,3 star pancakes,no AC,big floor fan,enjoy breakfast,straightforward diner breakfast,hard ladies,over easy eggs,fabulous pancakes,best location,best restaurants",this is one of the best breakfast places i've been to in a long time. the service is wonderful and the food is great. the pancakes are the best i have ever had and the pancakes were the best i've had in a very long time. my only complaint is that there is a little bit of a wait," Great place to get a homemade breakfast. The business is family owned by hard working people. They try to provide a warm welcoming environment. The pancakes are definitely a favorite, and the coffee is great. Can be a bit too warm during the summer. ",0.2857142857142857,0.058252427184466014,0.1904761904761905,I've been to this place twice and both times I'm not disappointed. The pancakes are the best I'd ever had. Service is so friendly and the coffee is great. I'll be back for sure. The only thing I don't like is that the wait time for the pancake,The best pancakes I've had in a long time. Service is so friendly and helpful. The coffee is great and they have a lot of options to choose from. It's a little pricey but worth it for the quality of the food. I'm a big fan of
45,7VYFL_s1HK1vOU-dzyW1Ew,"summarize: friendly Everyone,Great place,fresh fruit,fresh sandwiches,awesome place,enjoyed item,good place,fresh everything,awesome lunch spot,always fresh Z Cafe,favorite Avocado BLT,over breakfast,Great food,great service,winner cheese",this is a great breakfast spot. the food is awesome and the service is always friendly and fast. the place is a little run down but it's a great place to hang out. the breakfast sandwiches are awesome and everything is fresh. i had the avocado toast and it was fresh and delicious. my favorite thing about this place," I'd like to note that breakfast does end earlier than most places. Around 10:30 AM. So lunch kind of starts early, but it doesn't disappoint. They have delicious sandwiches and sweet foods to try. The BLT is noteworthy. Definitely a good place to check out. They use fresh ingredients too. ",0.24778761061946905,0.036036036036036036,0.1592920353982301,I love this place. Everyone is friendly and helpful. Great place to get fresh fruit and fresh sandwiches. The place is awesome. I love the fact that they have a drive thru. I'm a fan of the iced tea. The ice tea is so good. I always get the,Love this place. Everyone is friendly and helpful. Great place to get fresh fruit. The sandwiches are fresh and made to order. The place is clean and has a good vibe. I've been coming here for a few years now and have never been disappointed. They have a great selection of fresh
46,3l5TusofKjr8rk6-DDtuoQ,"summarize: very good service,good food,great meals,perfect environment,complemented live music,authentically Middle Eastern,average Shawarma,great restaurant,amazing chicken kabob,Authentic sophisticated flavors,fabulous Mixed Grilled Meat platter,generously topped feta Greek Salad,enjoyed sauces,welcoming staff,clean place",this is a great place to go for authentic mediterranean food. the staff is welcoming and the atmosphere is very welcoming. the service is good and the food is good. i had the greek salad and it was incredible. i had a greek salad which was good and i really enjoyed it. i also had the gyro which was," If you are craving some Mediterranean food this is a great place to check out. They have some great kababs, greek salads, and even a fantastic shawarma. Everything always comes out fresh and is served by a very friendly and attentive staff. I highly recommend checking them out, they also have some great live music too! ",0.3130434782608696,0.10619469026548672,0.2260869565217391,I've been here twice and both times the service was very good. The food was good and the environment was perfect. The service was a little slow but it was worth the wait. The chicken kabob was amazing and the kababs were so good. I'm not a fan,"The service is very good and the food is good. The environment is perfect for a date night or a night out with friends. The food isn't bad, but it's not the best I've ever had. The chicken kabob is a little on the greasy side"
47,31acLzszeCCpeXmyAnoTdg,"summarize: Great food,Lovely atmosphere,highly recommend for a group dinner or date night,deafening noise level,enjoyed everything,sweet fig tart,expensive for Italian food,very expensive wine menu,really small portions,overpriced Wine,soft Grilled octopus,excellent spaghetti with shrimp dish,fresh pasta,delicious brussel sprouts,Very cute restaurant",this is a very cute italian restaurant. the atmosphere is cute and the food is excellent. the wine menu is small but everything is delicious. i had the seafood pasta and it was delicious. the pasta dishes were very fresh and the pasta was delicious. i would definitely recommend this restaurant if you're looking for a romantic date night," This is a good place to stop by if you are looking for a family dinner environment. The main dining room can be a bit loud with kids, but that's something that is encouraged by the restaurant to try to make it have a family friendly environment. The food always comes out perfect though, they always make everything fresh and it shows. The pricing is also a little high for the size, but the quality is there. ",0.3478260869565217,0.1176470588235294,0.18840579710144928,Great food. Love the atmosphere. Love that they have a bar. Love it. Love their ambiance. Love how they have live music. Love this place. Loved the fact that they had a live band playing. Love love love the music. The music is so loud. The noise level is,Great food and service. Love the atmosphere. Love that you can sit at the bar and have a conversation with the bartender / waitress. The noise level is highly recommend for a date night or a night out with friends. The wine menu is also very expensive for what you get
48,01Ov9eDxKRY5k6ImMdiWLQ,"summarize: incredibly authentic food,bad beef,spoiled Beef,not great service,not great service,soo good food,good food,superb yang chow,tasty beef broccoli,avoid steamed fish,freshest seafood,never disappointed dishes,AMAZING waitress,extraordinary service,welcoming atmosphere",i have been here a few times and the food is consistently good. the service is great and the atmosphere is welcoming and welcoming. the food was good and the service was even better. i had the mongolian beef and it was one of the best i've had in a long time. the beef and beef was tender and," I don't know where to start. It's authentic, yeah, but their ingredients might not be the best quality. Service is lackluster. Seems the waitresses are too busy talking to themselves, and are too busy gossiping to pay attention to what's going on around them.  It's pure chaos when it's busy, so check it out when it's not. Once again, it's authentic and closest you'll get to that, but expect some wait time. ",0.1285714285714286,0.014492753623188403,0.1142857142857143,I've been here twice and both times the food was incredibly authentic. The first time I had the beef brisket and it was so good. The second time I went the beef was so tender and tender. The third time I got the beef and it had a good amount of meat.,The food here is incredibly authentic. The beef is so bad I couldn't even eat it. The service is also not great. The food is good but not worth the price. I'm not a big fan of the fried rice. It's a little too salty for
49,8MWiywu09bhLWIpzVaD4gw,"summarize: horrible service,nt worth food,Rude aggressive staff,nice OJ,folksy atmosphere,not exactly varied omelette topping choices,killer brunch,great conversation,loved experience,must visit brunch place,too long line,amazing house,converted house,Delicious grilled cheese,awesome potato salad",this place is a gem. the food is amazing and the service is horrible. i loved the atmosphere of the place. the staff was rude and very helpful. the food and service were great. i had the grilled salmon sandwich and it was amazing. i also had the french onion soup and it came with a side of potato," Nice ambiance and atmosphere. Relaxing place and service is top notch. The food is also very good. The place can get a little busy though so a lot of rushing around for the staff, but they keep their cool. Might be better to go when the staff isn't stressed out because even cool staff can get frustrated and appear rude, when they aren't meaning to. ",0.33333333333333337,0.0967741935483871,0.17460317460317462,I've been here twice and both times the service was horrible. The food isn't worth the price. The staff is Rude aggressive and the food is not worth the money. The atmosphere is so nice and cozy. The omelettes are so good. The only thing I would change is,The service here is horrible. The food isn't worth the price. The staff is Rude aggressive. They don't know what they're talking about. The atmosphere is so nice. The omelettes are a little too salty for my taste. I'm not a
50,pujrdcbjFHJFixiSDMtvRm,"summarize: stale food,fresh Biryani,not very hygenic place,average biryani,yummy chicken tikka masala,good Indian place,Ok Food,Inexpensive food,crammed restaurant,pretty good food,Small stuffy,good chicken curry,waste cheese with peas,decent Indian food,little hole in the",this place is a good little hole in the wall place but the food is ok. i had the chicken tikka masala and it was ok. the food was fresh and the chicken biryani was good. the naan was a little on the dry side but the chicken was very good. the food came out piping hot and the," This place really isn't that great.  The atmosphere could be so much better.  The restaurant is pretty small and hot, so its really annoying when there are a lot of people.  It just makes me feel uncomfortable.  The food is average at its very best.  At its worst, you get chicken that is old, with sauce that is watered down and flavorless.  I'd definitely skip this place next time. ",0.26153846153846155,0.046875,0.16923076923076924,I've been here twice and both times the food was stale and overcooked. The first time I had the chicken tikka masala and it was a little too salty for my taste. The second time I went the chicken biryani and it tasted like a s,"The food is stale. The Biryani is fresh and delicious. The biryani is a little too salty for my taste, but it's a good Indian place. The chicken tikka masala is also good, but I'm not a big fan of the"
51,4nLqlBBt6jcvphkIQxz0gQ,"summarize: inattentive server,luke warm food,cold meal,poor service,friendly server,great atmosphere,hot Plate,Over priced frozen food,great Service,not excellent food,okay Food,lackluster service,mediocre food,lack of concern cleanliness,shrunk portions","the food was mediocre at best, but the service was poor. our server was friendly and the food came out hot and cold. the food took a long time to come out and it took a while to come out. the food is great but the portions are over priced and the price is below average. the service is"," I'm really not a fan of Macaroni Grill, well, at least THIS Macaroni Grill.  The staff is slow and really doesn't seem to car about providing quality service.  It took well over 30 minutes to get my food and the place wasn't even packed with people.  I ordered pizza and it didn't taste right.  I think it wasn't fully cooked.  I won't be coming back. ",0.2153846153846154,0.03125,0.1384615384615385,I'm not a fan of burgers but this place is a good choice. The server was attentive and the food was luke warm. The atmosphere was great. The food was cold and lacked flavor. The burger was a little over cooked. The fries were ,"I've been here a couple of times and have never been disappointed. The first time I went, the server was at the bar and was very attentive. The second time, the food came out luke warm and the second time it came out cold. I'm not a fan of"
52,5k34OJo3BsEaoyMsW86eZg,"summarize: good place for,decent food,delicious drinks,fun chatting,interesting details,trying too hard atmosphere,friendly bartenders,Great beer special,like Mexican out door atmosphere feel,great service,cheap tacos,cheap drinks,comfortable black leather,free acrobatic entertainment,always beyond packed place",this is a fun place to hang out with friends. the atmosphere is comfortable and the bartenders are always friendly. the food is decent and the drinks are cheap and delicious. the service is great and the place is always packed. i really like the fact that they have a decent selection of beers on tap and they have, Great place to go for entertainment and to hang out with friends. You can watch a game or the music is nice as well. The food and drinks are cheap and the bar has a decent happy hour. The bartender knows what hes doing and is super friendly too. ,0.462962962962963,0.18867924528301888,0.3518518518518518,"This place is good. The food is decent, the drinks are delicious and the drinks come in a timely manner. The bartenders are friendly and the atmosphere is fun. The only thing I would change is the ambiance. It's a little more upscale than the other places I'","This place is good. The food is decent, the drinks are a little on the pricey side, but it's worth it. The bartenders are friendly and the atmosphere is fun. I'm not a huge beer drinker, but if you're looking for a"
53,5QkfMhF0KgK28hMYOKngRw,"summarize: 50 minute wait,very happy customer,terrible Service,dirty car,suffered quality of work, Pathetic car,good service",i have been going to this location for a few years and have never had a bad experience. the service is terrible and the quality of the car wash is very good and the wait times is very long. the only reason i gave this place 4 stars is because of the quality and quality of their work they," If you need your car washed and you are driving down the road looking for a place to get it done, drive RIGHT PAST this place.  It is terrible service!  They are awful and very slow!  Plus they don't do a great job cleaning.  I cannot believe how poor this service is.  I'm never coming here again! ",0.3389830508474576,0.06896551724137931,0.15254237288135594,I have been coming here for years. I have never had a problem with the service. I always get a 50 minute wait. I'm very happy with the customer service. Service is terrible. I don't know what the problem is with the car. I get the car to go and it,I've been coming here for a few years now and have always been very happy with the quality of the work they do. Today I had a 50 minute wait and I was able to get in and out in less than an hour. Service was terrible and the car was so dirty I couldn'
54,1KhBzrqmU164bss64jR5uA,"summarize: amazing food,Great comedy,best Mac and cheese,always top notch BBQ,amazing Bar tender,on point Brisket,great Service,conveniently located,Fun night of,Great location,too so friendly people,happy Service,best food,love place,friendly quick service",i love this place! the food is amazing and the service is fast and friendly. the people that work here are always friendly and the food and service is always on point. the mac and cheese is the best i've had in a long time. the mac n cheese is to die for and the mac & cheese is," If you're in the mood for some good old comfort food this is a fantastic place to check out when you are on the strip. They have some great homemade mac and cheese, as well as some amazing fresh brisket. The prices are fair and they always make sure to serve you a large plate of food. I definitely recommend this place, their service is also extremely friendly and welcoming! ",0.3692307692307693,0.078125,0.18461538461538465,The food is amazing. Great comedy. The Mac and cheese is the best. The ribs are so tender and juicy. The BBQ is also on point. The bar tender is also a doll. The service is also great. The only thing I would change is that they don't have a,The food is amazing. Great comedy. The Mac and cheese is one of the best I've had in a long time. The BBQ is also on point. Service is great. The only thing I don't like about this place is that it's a bit pricey. But it'
55,7k5F32LULnjplZVQdI4DdQ,"summarize: Great beer selection,excellent Food,Great place,easy parking options,Great little corner location,slower than usual service,average patty,decent topping,Pretty standard bar fare,Plenty of TVs,Not a bad place,slow beer service,no food,ill prepared game,Huge variety of burgers","this is a great place to grab a drink and watch a game. the service is great and the food is excellent. they have a decent selection of beer and beer on tap as well. the burgers are a little pricey, but the quality of the food and service has always been excellent. the location is also a little"," This place has the best burgers, period. Not only that but they have so many different choices as far as what kind of burger you want, its insane. The also have some amazing non burger choices too if your in the mood. The beer selection is great as well. The service can be a bit spotty, especially on game night but that can be overlooked most times. Bottom line, if your in the mood for a burger and a beer, this is your place. ",0.4055944055944056,0.0851063829787234,0.2097902097902098,Great beer selection. Food was excellent. Great place to hang out with friends. The parking options are easy. Great little corner location. The only thing I would change is that the bar isn't open until 11 am. The bar fare is average. I'd rather go to the bar.,Great beer selection. Food was excellent. Great place to grab a beer and a bite to eat. Great little corner location with easy parking options. I had a burger and fries. The patty was average at best. The fries were a little too salty for my taste.
56,6u-x45q0ETB7SQTAAuKSHw,"summarize: Great place for,delish hummus,) small lamb,calamari salad,dinner Grilled,a starter greek salmon dinner,One litre bottles of wine,largest seating capacity,increased prices,decreased quality of food,burnt pork,too salty to eat starter salad,far better quality food,huge restaurant,ton of indoor seating","this is a great place to go for lunch or dinner. the food is so - so. the prices are a bit high, but the quality of the food makes up for it. the chicken salad is a huge disappointment. the grilled chicken salad was a little too salty for my taste, but it was still very good. the"," There's some issues here with being consistent all the time, but it's a big place and the service is generally good. The prices have gone up since it first opened and the food quality isn't consistent at all. It's either good, OK, or just bad. You'd expect to pay a lot lower in price for the quality of food they are serving. It's got a good comfort feeling and ambiance to it though. ",0.35036496350364965,0.08888888888888889,0.20437956204379565,Great place to eat. The hummus is delish. The lamb is a bit of a spit. The meat is grilled and seasoned. The chicken is seasoned well. The pita is soooo good. The salad is humus and a small,"Great place to grab a bite to eat. The hummus is delish and the lamb is so tender and tender. The lamb is a lot of food and it's a small portion. I'm not a big fan of lamb, but the lamb was a little"
57,1aj4TG0eFq6NaPBKk6bK7Q,"summarize: good service,not very fresh salad,very fresh tasting Food,delicious sandwiches,great meal,crispier fries,delicious risotto with shrimp and asparagus,decadent desserts,enjoyed brownie,very good Sweet potato fries,not recommend lunch spot,Really good food,half assed stares,overpriced Drip coffee, Hidden lunch",the food was very good and the service was good. i had the chicken salad and it was delicious. the bread was not fresh at all and the coffee was very fresh. i also had the french toast and it came with a side salad which was not very fresh but it was very good. the desserts were fresh," The chef here is French and works to make a tasty fusion of French and casual American food. The staff can be a little bit inattentive, but that isn't too much of a problem since the food is very good. The decor around the restaurant is very nice and inviting though. I highly recommend checking them out the next time that you are in the mood for some lunch. ",0.2790697674418604,0.047244094488188976,0.15503875968992245,I've been here twice and both times the service was good. Food was very fresh tasting and the salad was not very fresh. The fries were crispy and delicious. I'm not a big fan of the fries but they were very good. I also had the fried chicken sandwich. It was ,"The service was good. The salad was not very fresh. Food was very fresh tasting. The fries were a little too salty for my taste, but overall it was a great meal. The risotto and the fries were crispier than I'm used to. Sweet potato fries"
58,4p6Wce7Ed707QS2-yQkvZw,"summarize: great place,great food,flawless experience,like live music,best bbq,Laid back atmosphere,friendly and service,very sub par food,incredibly rude staff,no go pizza,pricey food,wonderful conversation,great beer,super friendly people,weird bowls",i love this place! the food is great and the service is great. the staff is super friendly and the atmosphere is very laid back. the food has always been great. the pizza is one of the best i've ever had in my life. i really like the wings and the fish and chips and the wings are also," Not the best food in the world, but not the worst either. The atmosphere here is really nice and it's fun. The outdoor seating area is nice too and comfortable. Menu could be bigger, it's a bit limited but again, it's the people and atmosphere here that makes it a nice place to visit. ",0.27350427350427353,0.017391304347826084,0.20512820512820512,This place is great. The food is great and the service is a joy. The staff is so friendly and helpful. The bbq is the best I've ever had. The atmosphere is laid back and the food is very sub par. The only thing I would change is the booze,This place is great. The food is great and the experience is flawless. I like the fact that they have a lot of options to choose from. The atmosphere is laid back and inviting. The staff is incredibly rude and the food is very sub par. It's a bit pricey for the
59,TnRQBfWskwNtAuTxTzTwez,"summarize: great food,great prices,Excellent place for breakfast or lunch,always pleasantly surprised,nice place,fine `` burger restaurant,AMAZING place,fantastic employees,unbelievable Panini,hidden gem,great service,wonderful little market,award winning burger,best burgers,friendliest owner",this place is a fantastic little place to grab a bite to eat. the food is fantastic and the prices are great for the amount of food you get. the service is always top notch and the employees are so nice and make sure you have a great place for lunch or dinner. i had the veggie burger and," Delicious food and burgers here. Service and staff are super friendly and you can tell they want to provide great service. It is family run and I get the impression they really pride themselves in what they do. You can feel this in the food they cook, it's done with a lot of passion and that's why it tastes so good. Definitely coming back here. ",0.31746031746031744,0.03225806451612904,0.15873015873015872,I love this place. The food is great and the prices are great. I've been here twice and both times I was pleasantly surprised. The place is nice and clean. The employees are always able to help you with any questions you have. The Panini is unbelievable. I love the fact,The food is great and the prices are great. I've been coming here for a few years now and I'm always pleasantly surprised. It's a nice place to grab a bite to eat and a drink. The Panini's are a little on the
60,13-n6Gm0AK0QK28iatttWQ,"summarize: very interesting sandwich and,unique sandwiches, Best breakfast,vegetarian friendly options,difficult sandwich,Beautiful salads,perfect avocados,fresh ingrediants,recommend chicken torta,fresh sandwiches,not cheap place,good food,quick snack,great little shop,quite a friendly guy",this is the best place to go for a quick bite to eat. the shop is beautiful and the food is very fresh and delicious. the sandwiches are unique and the sandwiches and sandwiches are pretty unique and delicious. i would highly recommend the chicken sandwich and the chicken sandwich. the sandwiches have a little bit too much for," If you are looking for a fresh and friendly place to get a sandwich you should check out this shop. They have some of the best service, and always serve up great fresh entrees. There is always something on the menu for everyone to enjoy. Next time you're in the mood for a sandwich give this shop a try! ",0.3193277310924369,0.05128205128205129,0.16806722689075632,I've been here twice and both times I'm not disappointed. The sandwich is very interesting and the sandwiches are unique. The burgers are made with a burger and a salad. The salads are a little on the small side but they are very good. The fries are made,"This is a very interesting sandwich. They have a lot of unique and unique sandwiches. Best breakfast I've had in a long time. I'm not a huge fan of their burgers, but they're good. The salads aren't the best, but the"
61,4Wou6LarHqefHP21qRu0Ag,"summarize: bad attitude,friendly Staff,Not a good representation store,inefficient store,No sense order,clean place,understaffed review,slow service,Great food,horrible service,always way understaffed place,really long wait time","this place is really bad. the food is really good, but the service is horrible. the place is always clean and the staff is friendly and helpful. the store is really hard to find a great place to go to if you are looking for a long wait time. the only reason i gave it 4 stars is because"," The smoothies here are great, the other food is hit or miss. They always seem to  be understaffed, which causes stress and tension between the staff themselves as well as between the staff and customers. There are times when it's busy but there's only one staff member. Because they are understaffed wait times are often unacceptable and the overall experience is not great. ",0.3064516129032258,0.04918032786885247,0.17741935483870966,"I've been coming here for years. Staff is friendly and they have a good representation of the store. I'm a fan of the burgers and fries. The place is clean and has a great selection of burger and fries, but I'd rather go to the one on","Staff is friendly, but they have a bad attitude. Not a good representation of the store. No sense of urgency. The place is clean, well stocked, and has a great selection of items. The service is slow, but it's worth the wait. Great food, but a"
62,3cbsPfoUUrysf-M8FI_0IA,"summarize: fantastic Saturday brunch,immediate coffee,friendly prompt service,delicious chorizo,homemade chickpea gravy,warm berry white donuts,cozy atmosphere,good food,very savory,Nice neighborhood,Lavender Lemon `` donuts,nice Ambiance,much smaller restaurant,super pleasant Wait staff,very unique tastes",this is a very cozy neighborhood coffee house with a nice atmosphere. the atmosphere is cozy and the wait staff is super friendly and attentive. the service was prompt and the food was very good. i had the french toast and it was delightful. the coffee was good and the coffee coffee was warm and delicious. i had a," This place offers some nice brunch. I really enjoyed the brunch here, but I gotta say, sometimes when I go here the service can be a bit off. The donuts are deliciousness too, if that's you're thing. Overall I think it's a cool place and I enjoyed it here. ",0.21621621621621626,0.01834862385321101,0.1801801801801802,"I've been here twice and both times I'm not disappointed. The first time I had the chorizo and eggs and it was fantastic. The second time I went, I had a chori and cheese plate. The coffee was a little too sweet for my taste but it was still",This is a fantastic Saturday brunch. The coffee is immediate and the service is friendly and prompt. The chorizo is delicious and the berry white donuts are warm and fluffy. The atmosphere is cozy and cozy. The food is good. I'm not a big fan of the
